ID_USER,DATE,LAT,LONG,ID_VENUE,SUBCATEGORIA_VENUE,CATEGORIA_MAE,PAIS,CIDADE,BAIRRO,GENERO,OFFSET_HORARIO,CIDADE__PELO_METODO2,PAIS_PELO_METODO2,geometry,index_right,Bairro
 35810969,2014-04-24T06:08:50Z,-25.4394380011,-49.2687892914,4b94ec62f964a520f08734e3,College-&-University,College-&-Education,Brasil,Curitiba,notFound,female,-180,Curitiba,Brazil            ,POINT (-49.2687892914 -25.4394380011),26,REBOUÇAS
 20242697,2014-04-24T06:14:42Z,-25.4803168092,-49.2511940002,4f1cbd620cd67469c7b833fb,Neighborhood,Neighborhood,Brasil,Curitiba,notFound,male,-180,Curitiba,Brazil            ,POINT (-49.2511940002 -25.4803168092),44,HAUER
 20242697,2014-04-24T06:14:52Z,-25.4866957159,-49.2486661415,508c687ee4b0988212077980,Home-(private),Home,Brasil,Curitiba,notFound,male,-180,Curitiba,Brazil            ,POINT (-49.2486661415 -25.4866957159),35,BOQUEIRÃO
 73183730,2014-04-24T06:43:26Z,-25.3959833018,-49.2993540601,52e65c33498ef1c504ce8d2f,Home-(private),Home,Brasil,notFound,notFound,female,-180,Curitiba,Brazil            ,POINT (-49.2993540601 -25.3959833018),28,PILARZINHO
 14131966,2014-04-24T07:06:39Z,-25.4806079865,-49.2876853943,53573ab5498e7e3f3ec045f5,Indie-Movie-Theater,Indie-Theater,Brasil,Curitiba,notFound,male,-180,Curitiba,Brazil            ,POINT (-49.2876853943 -25.4806079865),46,NOVO MUNDO
 82241476,2014-04-24T09:11:40Z,-25.4348857898,-49.2723339373,4f710903e4b0be64208cb470,Bus-Line,Bus,Brasil,Curitiba,notFound,male,-180,Curitiba,Brazil            ,POINT (-49.2723339373 -25.4348857898),49,CENTRO
 52029270,2014-04-24T09:12:07Z,-25.5077325625,-49.331678449,4ea166008b81a02f891fe972,Coworking-Space,Coworking-Space,Brasil,Curitiba,notFound,male,-180,Curitiba,Brazil            ,POINT (-49.331678449 -25.5077325625),66,CIDADE INDUSTRIAL DE CURITIBA
 11672632,2014-04-24T09:17:30Z,-25.4366476617,-49.2574167252,4ba6720af964a520415339e3,Bus-Station,Bus-Station,Brasil,Curitiba,notFound,male,-180,Curitiba,Brazil            ,POINT (-49.2574167252 -25.4366476617),31,JARDIM BOTÂNICO
 84068406,2014-04-24T09:22:42Z,-25.3952653133,-49.2385339019,535287c1498e0de00632b8bc,Home-(private),Home,Brasil,notFound,notFound,female,-180,Curitiba,Brazil            ,POINT (-49.2385339019 -25.3952653133),40,BACACHERI
 82241476,2014-04-24T09:27:22Z,-25.4362213542,-49.2742395401,4bd87d82e914a5935c5e53fa,Plaza,Plaza,Brasil,Curitiba,notFound,male,-180,Curitiba,Brazil            ,POINT (-49.2742395401 -25.4362213542),49,CENTRO
 19467450,2014-04-24T09:38:08Z,-25.4509900162,-49.251512096,4b7486dff964a520f4e12de3,University,University,Brasil,Curitiba,notFound,female,-180,Curitiba,Brazil            ,POINT (-49.251512096 -25.4509900162),18,PRADO VELHO
 19467450,2014-04-24T09:38:27Z,-25.4491550154,-49.2512464862,4fb56ffde4b01e24f1eef47c,College-Academic-Building,Academic-Building,Brasil,Curitiba,notFound,female,-180,Curitiba,Brazil            ,POINT (-49.2512464862 -25.4491550154),18,PRADO VELHO
 9118100,2014-04-24T09:40:17Z,-25.424516685,-49.31848526,4bad3788f964a520593a3be3,University,University,Brasil,Curitiba,notFound,female,-180,Curitiba,Brazil            ,POINT (-49.31848526 -25.424516685),69,SANTO INÁCIO
 12719602,2014-04-24T09:41:39Z,-25.4239896958,-49.2806898872,5203dcf1498eaff19bbe79b4,Office,Office,Brasil,notFound,notFound,male,-180,Curitiba,Brazil            ,POINT (-49.2806898872 -25.4239896958),6,SÃO FRANCISCO
 12719602,2014-04-24T09:42:23Z,-25.4248611275,-49.281095835,4c8946ff97828cfa83ffa2aa,Office,Office,Brasil,Curitiba,notFound,male,-180,Curitiba,Brazil            ,POINT (-49.281095835 -25.4248611275),6,SÃO FRANCISCO
 12719602,2014-04-24T09:43:51Z,-25.4247024184,-49.2807047389,5114cc8be4b0ce6dc192fd1b,Building,Building,Brasil,Curitiba,notFound,male,-180,Curitiba,Brazil            ,POINT (-49.2807047389 -25.4247024184),6,SÃO FRANCISCO
 12719602,2014-04-24T09:44:40Z,-25.4249560368,-49.2807542446,4f25f9fce4b0a93fc07d1642,Building,Building,Brasil,Curitiba,notFound,male,-180,Curitiba,Brazil            ,POINT (-49.2807542446 -25.4249560368),6,SÃO FRANCISCO
 12757247,2014-04-24T09:45:48Z,-25.4279468135,-49.2929291725,4bf59074bfeac9286db99236,School,School,Brasil,Curitiba,notFound,male,-180,Curitiba,Brazil            ,POINT (-49.2929291725 -25.4279468135),68,MERCÊS
 19807468,2014-04-24T09:48:14Z,-25.4176412114,-49.264776013,51cb3110498ee878c29f67fa,Campaign-Office,Campaign,Brasil,Curtiba,notFound,male,-180,Curitiba,Brazil            ,POINT (-49.264776013 -25.4176412114),7,ALTO DA GLÓRIA
 4410530,2014-04-24T09:48:23Z,-25.4441083283,-49.2791898853,4d7ff760360b224b6886d156,College-Administrative-Building,Administrative-Building,Brasil,notFound,notFound,female,-180,Curitiba,Brazil            ,POINT (-49.2791898853 -25.4441083283),0,ÁGUA VERDE
 16535702,2014-04-24T09:53:03Z,-25.4377157436,-49.276581064,4bad16d2f964a520702c3be3,Hotel,Hotel,Brasil,Curitiba,notFound,male,-180,Curitiba,Brazil            ,POINT (-49.276581064 -25.4377157436),49,CENTRO
 27633888,2014-04-24T09:53:11Z,-25.4338546227,-49.2661717044,4dde3a8e45dd033c3929286c,Private-School,Private-School,Brasil,Curitiba,Centro,female,-180,Curitiba,Brazil            ,POINT (-49.2661717044 -25.4338546227),49,CENTRO
 48011155,2014-04-24T09:53:17Z,-25.5052773038,-49.2969349778,4da779fd6e81162ae795402b,School,School,Brasil,Curitiba,notFound,female,-180,Curitiba,Brazil            ,POINT (-49.2969349778 -25.5052773038),43,CAPÃO RASO
 82241476,2014-04-24T09:55:46Z,-25.4490928305,-49.2521272439,4f612fd1e4b0c2e65703bcdc,College-Cafeteria,Cafeteria,Brasil,Curitiba,notFound,male,-180,Curitiba,Brazil            ,POINT (-49.2521272439 -25.4490928305),18,PRADO VELHO
 59743017,2014-04-24T09:56:55Z,-25.4445530089,-49.2766256159,4ca8aa6244a8224b9fc01940,School,School,Brasil,Curitiba,notFound,female,-180,Curitiba,Brazil            ,POINT (-49.2766256159 -25.4445530089),0,ÁGUA VERDE
 80734286,2014-04-24T10:00:51Z,-25.4235331698,-49.2696154118,4c45a58cfb6eb71316dc4e4a,School,School,Brasil,Curitiba,notFound,male,-180,Curitiba,Brazil            ,POINT (-49.2696154118 -25.4235331698),12,CENTRO CÍVICO
 71086847,2014-04-24T10:01:34Z,-25.4818465115,-49.2976728243,4d5984d9e092a35d9b00010c,High-School,High-School,Brasil,Curitiba,notFound,female,-180,Curitiba,Brazil            ,POINT (-49.2976728243 -25.4818465115),20,PORTÃO
 57127468,2014-04-24T10:02:32Z,-25.4235331698,-49.2696154118,4c45a58cfb6eb71316dc4e4a,School,School,Brasil,Curitiba,notFound,none,-180,Curitiba,Brazil            ,POINT (-49.2696154118 -25.4235331698),12,CENTRO CÍVICO
