timestamp,lat,lon
2014-05-19 07:00:00,-25.374540548,-49.2243601686
2014-05-19 07:00:10,-25.374540548,-49.2243601686
2014-05-19 07:00:20,-25.374540548,-49.2243601686
2014-05-19 07:00:30,-25.374540548,-49.2243601686
2014-05-19 07:00:40,-25.374540548,-49.2243601686
2014-05-19 07:00:50,-25.374540548,-49.2243601686
2014-05-19 07:01:00,-25.374540548,-49.2243601686
2014-05-19 07:01:10,-25.374540548,-49.2243601686
2014-05-19 07:01:20,-25.374540548,-49.2243601686
2014-05-19 07:01:30,-25.374540548,-49.2243601686
2014-05-19 07:01:40,-25.374540548,-49.2243601686
2014-05-19 07:01:50,-25.374540548,-49.2243601686
2014-05-19 07:02:00,-25.374540548,-49.2243601686
2014-05-19 07:02:10,-25.374540548,-49.2243601686
2014-05-19 07:02:20,-25.374540548,-49.2243601686
2014-05-19 07:02:30,-25.374540548,-49.2243601686
2014-05-19 07:02:40,-25.374540548,-49.2243601686
2014-05-19 07:02:50,-25.374540548,-49.2243601686
2014-05-19 07:03:00,-25.374540548,-49.2243601686
2014-05-19 07:03:10,-25.374540548,-49.2243601686
2014-05-19 07:03:20,-25.374540548,-49.2243601686
2014-05-19 07:03:30,-25.374540548,-49.2243601686
2014-05-19 07:03:40,-25.374540548,-49.2243601686
2014-05-19 07:03:50,-25.374540548,-49.2243601686
2014-05-19 07:04:00,-25.374540548,-49.2243601686
2014-05-19 07:04:10,-25.374540548,-49.2243601686
2014-05-19 07:04:20,-25.374540548,-49.2243601686
2014-05-19 07:04:30,-25.374540548,-49.2243601686
2014-05-19 07:04:40,-25.374540548,-49.2243601686
2014-05-19 07:04:50,-25.374540548,-49.2243601686
2014-05-19 07:05:00,-25.374540548,-49.2243601686
2014-05-19 07:05:10,-25.374540548,-49.2243601686
2014-05-19 07:05:20,-25.374540548,-49.2243601686
2014-05-19 07:05:30,-25.374540548,-49.2243601686
2014-05-19 07:05:40,-25.374540548,-49.2243601686
2014-05-19 07:05:50,-25.374540548,-49.2243601686
2014-05-19 07:06:00,-25.374540548,-49.2243601686
2014-05-19 07:06:10,-25.374540548,-49.2243601686
2014-05-19 07:06:20,-25.374540548,-49.2243601686
2014-05-19 07:06:30,-25.374540548,-49.2243601686
2014-05-19 07:06:40,-25.374540548,-49.2243601686
2014-05-19 07:06:50,-25.374540548,-49.2243601686
2014-05-19 07:07:00,-25.374540548,-49.2243601686
2014-05-19 07:07:10,-25.374540548,-49.2243601686
2014-05-19 07:07:20,-25.374540548,-49.2243601686
2014-05-19 07:07:30,-25.374540548,-49.2243601686
2014-05-19 07:07:40,-25.374540548,-49.2243601686
2014-05-19 07:07:50,-25.374540548,-49.2243601686
2014-05-19 07:08:00,-25.374540548,-49.2243601686
2014-05-19 07:08:10,-25.374540548,-49.2243601686
2014-05-19 07:08:20,-25.374540548,-49.2243601686
2014-05-19 07:08:30,-25.374540548,-49.2243601686
2014-05-19 07:08:40,-25.374540548,-49.2243601686
2014-05-19 07:08:50,-25.374540548,-49.2243601686
2014-05-19 07:09:00,-25.374540548,-49.2243601686
2014-05-19 07:09:10,-25.374540548,-49.2243601686
2014-05-19 07:09:20,-25.374540548,-49.2243601686
2014-05-19 07:09:30,-25.374540548,-49.2243601686
2014-05-19 07:09:40,-25.374540548,-49.2243601686
2014-05-19 07:09:50,-25.374540548,-49.2243601686
2014-05-19 07:10:00,-25.374540548,-49.2243601686
2014-05-19 07:10:10,-25.374540548,-49.2243601686
2014-05-19 07:10:20,-25.374540548,-49.2243601686
2014-05-19 07:10:30,-25.374540548,-49.2243601686
2014-05-19 07:10:40,-25.374540548,-49.2243601686
